"Date","Time","TimeZone","Name","Type","Status","Currency","Gross","Fee","Net","FromEmailAddress","ToEmailAddress","TransactionID","CounterpartyStatus","AddressStatus","ItemTitle","ItemID","ShippingandHandlingAmount","InsuranceAmount","SalesTax","Option1Name","Option1Value","Option2Name","Option2Value","AuctionSite","BuyerID","ItemURL","ClosingDate","EscrowId","InvoiceId","ReferenceTxnID","InvoiceNumber","CustomNumber","Quantity","ReceiptID","Balance","AddressLine1","AddressLine2","City","State","Zip","Country","ContactPhoneNumber","Extra"
"2018-11-24","20:55:20","GMT","Munachiso Ugorji","Shopping Cart Payment Received","Completed","USD",47.5,-1.82,45.68,"Munachiso.Ugorji@dodgit.com","N/A","SAMPLE6CW64330Y356524","Verified",,"Shopping Cart",,0,0,0,,,,,,,,"0000-00-00",,,,,,1,,32088.18,,,,,,,,
"2018-11-24","20:55:20","GMT","Munachiso Ugorji","Shopping Cart Item","Completed","USD",47.5,0,0,"Munachiso.Ugorji@dodgit.com","N/A","SAMPLE6CW64330Y356524","Verified",,"eBook Bundle","EBB",0,0,0,,,,,,,,"0000-00-00",,,,,,1,,32088.18,,,,,,,,
"2018-11-24","22:26:40","GMT","Kellman Nemes","Shopping Cart Payment Received","Completed","USD",149,-5.07,143.93,"Kellman.Nemes@spambob.com","N/A","SAMPLE58285018NT96227","Non-US - Verified",,"Shopping Cart",,0,0,0,,,,,,,,"0000-00-00",,,,,,1,,32232.11,"Nytorpsvägen 39",,"RANDIJAUR",,"960 43","SE","0973-8525972",
"2018-11-24","22:26:40","GMT","Kellman Nemes","Shopping Cart Item","Completed","USD",149,0,0,"Kellman.Nemes@spambob.com","N/A","SAMPLE58285018NT96227","Non-US - Verified",,"Web Entrepreneurs' Club - Annual","WEC-Y",0,0,0,,,,,,,,"0000-00-00",,,,,,1,,32232.11,"Nytorpsvägen 39",,"RANDIJAUR",,"960 43","SE","0973-8525972",
"2018-11-25","00:46:38","GMT","Przemek Wiśniewski","Shopping Cart Payment Received","Completed","USD",78,-2.8,75.2,"Przemek.Winiewski@pookmail.com","N/A","SAMPLE246330799D05601","Verified",,"Shopping Cart",,0,0,0,,,,,,,,"0000-00-00",,,,,,2,,32307.31,,,,,,,,
"2018-11-25","00:46:38","GMT","Przemek Wiśniewski","Shopping Cart Item","Completed","USD",29,0,0,"Przemek.Winiewski@pookmail.com","N/A","SAMPLE246330799D05601","Verified",,"Web Millionaire - eBook","WM-EB",0,0,0,,,,,,,,"0000-00-00",,,,,,1,,32307.31,,,,,,,,
"2018-11-25","00:46:38","GMT","Przemek Wiśniewski","Shopping Cart Item","Completed","USD",49,0,0,"Przemek.Winiewski@pookmail.com","N/A","SAMPLE246330799D05601","Verified",,"Web Millionaire - Audio Book","WM-AB",0,0,0,,,,,,,,"0000-00-00",,,,,,1,,32307.31,,,,,,,,
"2018-11-25","01:15:14","GMT","Vesa Soini","Web Accept Payment Received","Completed","USD",90,-3.18,86.82,"Vesa.Soini@mailinator.com","N/A","SAMPLE6YU109611P54697","Unregistered",,"Wordpress Theme Pack for Web Businesses","WTPWB",0,0,0,,,,,,,,"0000-00-00",,,,"12bpdbpn72yk009rga2moevzgoooocoso4sw4sk","pd69346d2dc2e3d7c94a66d3b52066f578[%br7tidjb%]",1,"3313-4877-4033-3096",32394.13,,,,,,,,
"2018-11-25","18:42:48","GMT","Bedri Šandor","Shopping Cart Payment Received","Completed","USD",29,-1.23,27.77,"Bedri.andor@dodgit.com","N/A","SAMPLE5K6835656T21039","Non-US - Unverified",,"Shopping Cart",,0,0,0,,,,,,,,"0000-00-00",,,,,,1,,32421.9,,,,,,,,
"2018-11-25","18:42:48","GMT","Bedri Šandor","Shopping Cart Item","Completed","USD",29,0,0,"Bedri.andor@dodgit.com","N/A","SAMPLE5K6835656T21039","Non-US - Unverified",,"Web Millionaire - eBook","WM-EB",0,0,0,,,,,,,,"0000-00-00",,,,,,1,,32421.9,,,,,,,,
"2018-11-25","19:49:52","GMT","Janneke Kjær","Shopping Cart Payment Received","Completed","USD",29,-1.23,27.77,"Janneke.G.Kjær@pookmail.com","N/A","SAMPLE84D34160T623288","Non-US - Unregistered",,"Shopping Cart",,0,0,0,,,,,,,,"0000-00-00",,,,,,1,"4150-6240-2914-0651",32449.67,,,,,,,,
"2018-11-25","19:49:52","GMT","Janneke Kjær","Shopping Cart Item","Completed","USD",29,0,0,"Janneke.G.Kjær@pookmail.com","N/A","SAMPLE84D34160T623288","Non-US - Unregistered",,"Web Millionaire - eBook","WM-EB",0,0,0,,,,,,,,"0000-00-00",,,,,,1,"4150-6240-2914-0651",32449.67,,,,,,,,
"2018-11-26","02:29:58","GMT","Karlo Kuprešak","Shopping Cart Payment Received","Completed","USD",85,-3.02,81.98,"Karlo.Kupreak@pookmail.com","N/A","SAMPLE75166691E558142","Non-US - Unregistered",,"Shopping Cart",,0,0,0,,,,,,,,"0000-00-00",,,,,,3,"4476-3603-0132-9087",32531.65,,,,,,,,
"2018-11-26","02:29:58","GMT","Karlo Kuprešak","Shopping Cart Item","Completed","USD",29,0,0,"Karlo.Kupreak@pookmail.com","N/A","SAMPLE75166691E558142","Non-US - Unregistered",,"Web Millionaire - eBook","WM-EB",0,0,0,,,,,,,,"0000-00-00",,,,,,1,"4476-3603-0132-9087",32531.65,,,,,,,,
"2018-11-26","02:29:58","GMT","Karlo Kuprešak","Shopping Cart Item","Completed","USD",27,0,0,"Karlo.Kupreak@pookmail.com","N/A","SAMPLE75166691E558142","Non-US - Unregistered",,"Web Millionaire - Workbooks","WM-WB",0,0,0,,,,,,,,"0000-00-00",,,,,,1,"4476-3603-0132-9087",32531.65,,,,,,,,
"2018-11-26","02:29:58","GMT","Karlo Kuprešak","Shopping Cart Item","Completed","USD",29,0,0,"Karlo.Kupreak@pookmail.com","N/A","SAMPLE75166691E558142","Non-US - Unregistered",,"Putler's Guide to Sales Analysis - Audio Book","PGSA-AB",0,0,0,,,,,,,,"0000-00-00",,,,,,1,"4476-3603-0132-9087",32531.65,,,,,,,,
"2018-11-27","09:25:47","GMT","Onyebuchi Onochie","Shopping Cart Payment Received","Completed","USD",274,-9.07,264.93,"Onyebuchi.Onochie@pookmail.com","N/A","SAMPLE5W1261663N15965","Verified",,"Shopping Cart",,0,0,0,,,,,,,,"0000-00-00",,,,,,4,,32796.58,,,,,,,,
"2018-11-27","09:25:47","GMT","Onyebuchi Onochie","Shopping Cart Item","Completed","USD",149,0,0,"Onyebuchi.Onochie@pookmail.com","N/A","SAMPLE5W1261663N15965","Verified",,"Web Entrepreneurs' Club - Annual","WEC-Y",0,0,0,,,,,,,,"0000-00-00",,,,,,1,,32796.58,,,,,,,,
"2018-11-27","09:25:47","GMT","Onyebuchi Onochie","Shopping Cart Item","Completed","USD",69,0,0,"Onyebuchi.Onochie@pookmail.com","N/A","SAMPLE5W1261663N15965","Verified",,"Putler's Guide to Sales Analysis - eBook","PGSA-EB",0,0,0,,,,,,,,"0000-00-00",,,,,,1,,32796.58,,,,,,,,
"2018-11-27","09:25:47","GMT","Onyebuchi Onochie","Shopping Cart Item","Completed","USD",49,0,0,"Onyebuchi.Onochie@pookmail.com","N/A","SAMPLE5W1261663N15965","Verified",,"Web Millionaire - Audio Book","WM-AB",0,0,0,,,,,,,,"0000-00-00",,,,,,1,,32796.58,,,,,,,,
"2018-11-27","09:25:47","GMT","Onyebuchi Onochie","Shopping Cart Item","Completed","USD",7,0,0,"Onyebuchi.Onochie@pookmail.com","N/A","SAMPLE5W1261663N15965","Verified",,"Search Engine Marketing - Audio Book","SEM-AB",0,0,0,,,,,,,,"0000-00-00",,,,,,1,,32796.58,,,,,,,,
"2018-11-27","16:18:38","GMT","Patrick Herzog","Shopping Cart Payment Received","Completed","USD",49,-1.87,47.13,"Patrick.Herzog@mailinator.com","N/A","SAMPLE87R21643CS27492","Non-US - Verified",,"Shopping Cart",,0,0,0,,,,,,,,"0000-00-00",,,,,,1,,32843.71,"Kárpát u. 53.",,"Somlószôlôs",,8483,"HU","(88) 279-176",
"2018-11-27","16:18:38","GMT","Patrick Herzog","Shopping Cart Item","Completed","USD",49,0,0,"Patrick.Herzog@mailinator.com","N/A","SAMPLE87R21643CS27492","Non-US - Verified",,"Web Millionaire - Audio Book","WM-AB",0,0,0,,,,,,,,"0000-00-00",,,,,,1,,32843.71,"Kárpát u. 53.",,"Somlószôlôs",,8483,"HU","(88) 279-176",
"2018-11-27","18:56:32","GMT","Margrét Skúladóttir","Shopping Cart Payment Received","Completed","USD",69,-2.51,66.49,"Margrét.Skúladóttir@mailinator.com","N/A","SAMPLE0PW382894G62942","Non-US - Verified",,"Shopping Cart",,0,0,0,,,,,,,,"0000-00-00",,,,,,1,,32910.2,"147 Iroon Politehniou Square",,"Limassol",,3015,"CY",5747159,
"2018-11-27","18:56:32","GMT","Margrét Skúladóttir","Shopping Cart Item","Completed","USD",69,0,0,"Margrét.Skúladóttir@mailinator.com","N/A","SAMPLE0PW382894G62942","Non-US - Verified",,"Putler's Guide to Sales Analysis - eBook","PGSA-EB",0,0,0,,,,,,,,"0000-00-00",,,,,,1,,32910.2,"147 Iroon Politehniou Square",,"Limassol",,3015,"CY",5747159,
"2018-11-29","08:12:22","GMT","Cary Fagan","Shopping Cart Payment Received","Completed","USD",29,-1.23,27.77,"Cary.J.Fagan@spambob.com","N/A","SAMPLE9K005610XN05372","Non-US - Unregistered",,"Shopping Cart",,0,0,0,,,,,,,,"0000-00-00",,,,,,1,"0784-7506-2425-5800",32937.97,,,,,,,,
"2018-11-29","08:12:22","GMT","Cary Fagan","Shopping Cart Item","Completed","USD",29,0,0,"Cary.J.Fagan@spambob.com","N/A","SAMPLE9K005610XN05372","Non-US - Unregistered",,"Web Millionaire - eBook","WM-EB",0,0,0,,,,,,,,"0000-00-00",,,,,,1,"0784-7506-2425-5800",32937.97,,,,,,,,
"2018-11-29","20:23:25","GMT","Tena Antolović","Web Accept Payment Received","Completed","USD",90,-3.18,86.82,"Tena.Antolovi@dodgit.com","N/A","SAMPLE6JL41007L285921","Unregistered",,"Wordpress Theme Pack for Web Businesses","WTPWB",0,0,0,,,,,,,,"0000-00-00",,,,"12bpdbv6wtl64obe6zxoeee884g4oossk44w444","p2d922e552f7c15cdea6d9f21743a5ab28[%bkllsnmb%]",1,"4808-9481-4554-4074",33024.79,,,,,,,,
"2018-11-30","01:42:22","GMT","Anton Millar","Web Accept Payment Received","Completed","USD",199,-6.67,192.33,"Anton.Millar@pookmail.com","N/A","SAMPLE5W770591GF36280","Verified",,"Web Entrepreneurs' Club Premium - Annual","WECP-Y",0,0,0,,,,,,,,"0000-00-00",,,,"12bpdbvg5vby8v8bkhg3txjm8ss4cw04sgg8w0o","p1609c8b6e014d0aaff6e9b2f2fee22178[%bre002hb%]",1,,33361.05,,,,,,,,
"2018-11-30","01:49:16","GMT","Anton Millar","Shopping Cart Payment Received","Refunded","USD",29,-1.23,27.77,"Anton.Millar@pookmail.com","N/A","SAMPLE2CB927538626899","Verified",,"Shopping Cart",,0,0,0,,,,,,,,"0000-00-00",,,,,,1,,33388.82,,,,,,,,
"2018-11-30","01:49:16","GMT","Anton Millar","Shopping Cart Item","Refunded","USD",29,0,0,"Anton.Millar@pookmail.com","N/A","SAMPLE2CB927538626899","Verified",,"Web Millionaire - eBook","WM-EB",0,0,0,,,,,,,,"0000-00-00",,,,,,1,,33388.82,,,,,,,,
"2018-11-30","09:22:22","GMT","Din Pajović","Shopping Cart Payment Received","Completed","USD",29,-1.23,27.77,"Din.Pajovi@spambob.com","N/A","SAMPLE37C40665BL73160","Verified",,"Shopping Cart",,0,0,0,,,,,,,,"0000-00-00",,,,,,1,,33416.59,,,,,,,,
"2018-11-30","09:22:22","GMT","Din Pajović","Shopping Cart Item","Completed","USD",29,0,0,"Din.Pajovi@spambob.com","N/A","SAMPLE37C40665BL73160","Verified",,"Putler's Guide to Sales Analysis - Audio Book","PGSA-AB",0,0,0,,,,,,,,"0000-00-00",,,,,,1,,33416.59,,,,,,,,
"2018-11-30","12:10:24","GMT","Anton Millar","Refund","Completed","USD",-29,1.23,-27.77,"Anton.Millar@pookmail.com",,"SAMPLE6DV422433W92012",,,,,0,0,0,,,,,,,,"0000-00-00",,,"SAMPLE2CB927538626899",,,0,,33388.82,,,,,,,,
"2018-11-30","16:18:29","GMT","Meaza Dahlak","Shopping Cart Payment Received","Cancelled","USD",149,0,149,"Meaza.Dahlak@spambob.com","N/A","SAMPLE7T6760523L07530","Non-US - Verified",,"Shopping Cart",,0,0,0,,,,,,,,"0000-00-00",,,,,,1,,33537.82,"Sidumula 87",,"Reykjavík",,150,"IS","435 9528",
"2018-11-30","16:18:29","GMT","Meaza Dahlak","Shopping Cart Item","Cancelled","USD",149,0,0,"Meaza.Dahlak@spambob.com","N/A","SAMPLE7T6760523L07530","Non-US - Verified",,"Web Entrepreneurs' Club - Annual","WEC-Y",0,0,0,,,,,,,,"0000-00-00",,,,,,1,,33537.82,"Sidumula 87",,"Reykjavík",,150,"IS","435 9528",
"2018-11-30","16:26:16","GMT","Meaza Dahlak","Shopping Cart Payment Received","Completed","USD",149,-5.07,143.93,"Meaza.Dahlak@spambob.com","N/A","SAMPLE0TR54850CN35021","Non-US - Verified",,"Shopping Cart",,0,0,0,,,,,,,,"0000-00-00",,,,,,1,,33681.75,"Sidumula 87",,"Reykjavík",,150,"IS","435 9528",
"2018-11-30","16:26:16","GMT","Meaza Dahlak","Shopping Cart Item","Completed","USD",149,0,0,"Meaza.Dahlak@spambob.com","N/A","SAMPLE0TR54850CN35021","Non-US - Verified",,"Web Entrepreneurs' Club - Annual","WEC-Y",0,0,0,,,,,,,,"0000-00-00",,,,,,1,,33681.75,"Sidumula 87",,"Reykjavík",,150,"IS","435 9528",
"2018-10-31","08:19:31","GMT","Andy Warhol","Recurring Payment Received","Completed","USD","0.49",-0.18,"0.31","Andy.Warhol@football.com","N/A","SAMPLE100144667S90731","Verified","Confirmed","Daily News","TDN-DS",,,,,,,,,,,"0000-00-00","I-YXCEMV0DE9SAMPLE",,,,,,,"1236.37","Street No. 1",,"San Jose","CA","95131","US","(541) 754-3010",
"2018-10-30","08:19:31","GMT","Andy Warhol","Recurring Payment Received","Completed","USD","0.49",-0.18,"0.31","Andy.Warhol@football.com","N/A","SAMPLE7XS41366RY21159","Verified","Confirmed","Daily News","TDN-DS",,,,,,,,,,,"0000-00-00","I-YXCEMV0DE9SAMPLE",,,,,,,"1236.19","Street No. 1",,"San Jose","CA","95131","US","(541) 754-3010",
"2018-10-29","08:19:31","GMT","Andy Warhol","Recurring Payment Received","Completed","USD","0.49",-0.18,"0.31","Andy.Warhol@football.com","N/A","SAMPLE68B473567273813","Verified","Confirmed","Daily News","TDN-DS",,,,,,,,,,,"0000-00-00","I-YXCEMV0DE9SAMPLE",,,,,,,"1236.01","Street No. 1",,"San Jose","CA","95131","US","(541) 754-3010",
"2018-10-28","08:19:31","GMT","Andy Warhol","Recurring Payment Received","Completed","USD","0.49",-0.18,"0.31","Andy.Warhol@football.com","N/A","SAMPLE25Y67031N184020","Verified","Confirmed","Daily News","TDN-DS",,,,,,,,,,,"0000-00-00","I-YXCEMV0DE9SAMPLE",,,,,,,"1235.83","Street No. 1",,"San Jose","CA","95131","US","(541) 754-3010",
"2018-10-27","08:19:31","GMT","Andy Warhol","Recurring Payment Received","Completed","USD","0.49",-0.18,"0.31","Andy.Warhol@football.com","N/A","SAMPLE1HJ84473EB51480","Verified","Confirmed","Daily News","TDN-DS",,,,,,,,,,,"0000-00-00","I-YXCEMV0DE9SAMPLE",,,,,,,"1235.65","Street No. 1",,"San Jose","CA","95131","US","(541) 754-3010",
"2018-10-26","08:19:31","GMT","Andy Warhol","Recurring Payment Received","Completed","USD","0.49",-0.18,"0.31","Andy.Warhol@football.com","N/A","SAMPLE71N40588ER64038","Verified","Confirmed","Daily News","TDN-DS",,,,,,,,,,,"0000-00-00","I-YXCEMV0DE9SAMPLE",,,,,,,"1235.47","Street No. 1",,"San Jose","CA","95131","US","(541) 754-3010",
"2018-10-24","08:19:31","GMT","Andy Warhol","Recurring Payment Received","Completed","USD","0.49",-0.18,"0.31","Andy.Warhol@football.com","N/A","SAMPLE5AJ64290N694166","Verified","Confirmed","Daily News","TDN-DS",,,,,,,,,,,"0000-00-00","I-YXCEMV0DE9SAMPLE",,,,,,,"1235.29","Street No. 1",,"San Jose","CA","95131","US","(541) 754-3010",
"2018-10-23","08:19:31","GMT","Andy Warhol","Recurring Payment Received","Completed","USD","0.49",-0.18,"0.31","Andy.Warhol@football.com","N/A","SAMPLE2KD74100XW08362","Verified","Confirmed","Daily News","TDN-DS",,,,,,,,,,,"0000-00-00","I-YXCEMV0DE9SAMPLE",,,,,,,"1235.11","Street No. 1",,"San Jose","CA","95131","US","(541) 754-3010",
"2018-10-22","08:19:31","GMT","Andy Warhol","Recurring Payment Received","Completed","USD","0.49",-0.18,"0.31","Andy.Warhol@football.com","N/A","SAMPLE4JG91418GA74157","Verified","Confirmed","Daily News","TDN-DS",,,,,,,,,,,"0000-00-00","I-YXCEMV0DE9SAMPLE",,,,,,,"1234.93","Street No. 1",,"San Jose","CA","95131","US","(541) 754-3010",
"2018-10-21","08:19:31","GMT","Andy Warhol","Recurring Payment Received","Completed","USD","0.49",-0.18,"0.31","Andy.Warhol@football.com","N/A","SAMPLE8D704244P781059","Verified","Confirmed","Daily News","TDN-DS",,,,,,,,,,,"0000-00-00","I-YXCEMV0DE9SAMPLE",,,,,,,"1234.75","Street No. 1",,"San Jose","CA","95131","US","(541) 754-3010",
"2018-10-20","08:19:31","GMT","Andy Warhol","Recurring Payment Received","Completed","USD","0.49",-0.18,"0.31","Andy.Warhol@football.com","N/A","SAMPLE1FH31165X376163","Verified","Confirmed","Daily News","TDN-DS",,,,,,,,,,,"0000-00-00","I-YXCEMV0DE9SAMPLE",,,,,,,"1234.57","Street No. 1",,"San Jose","CA","95131","US","(541) 754-3010",
"2018-10-19","08:19:31","GMT","Andy Warhol","Recurring Payment Received","Completed","USD","0.49",-0.18,"0.31","Andy.Warhol@football.com","N/A","SAMPLE7LV39572S146621","Verified","Confirmed","Daily News","TDN-DS",,,,,,,,,,,"0000-00-00","I-YXCEMV0DE9SAMPLE",,,,,,,"1234.39","Street No. 1",,"San Jose","CA","95131","US","(541) 754-3010",
"2018-10-18","08:19:31","GMT","Andy Warhol","Recurring Payment Received","Completed","USD","0.49",-0.18,"0.31","Andy.Warhol@football.com","N/A","SAMPLE5S0070800T94023","Verified","Confirmed","Daily News","TDN-DS",,,,,,,,,,,"0000-00-00","I-YXCEMV0DE9SAMPLE",,,,,,,"1234.21","Street No. 1",,"San Jose","CA","95131","US","(541) 754-3010",
"2018-10-17","08:19:31","GMT","Andy Warhol","Recurring Payment Received","Completed","USD","0.49",-0.18,"0.31","Andy.Warhol@football.com","N/A","SAMPLE5K568249Y239344","Verified","Confirmed","Daily News","TDN-DS",,,,,,,,,,,"0000-00-00","I-YXCEMV0DE9SAMPLE",,,,,,,"1234.03","Street No. 1",,"San Jose","CA","95131","US","(541) 754-3010",
"2018-10-17","08:19:16","GMT","Andy Warhol","Recurring Payment","Created","USD","0","0","0","Andy.Warhol@football.com","N/A","I-YXCEMV0DE9SAMPLE",,,"Daily News","TDN-DS",,,,,,,,,,,"0000-00-00",,,,,,,,,,,,,,,,
"2018-10-24","11:22:24","GMT","Andy Warhol","Recurring Payment","Suspended","USD","0","0","0","Andy.Warhol@football.com","N/A","I-YXCEMV0DE9SAMPLE",,,"Daily News","TDN-DS",,,,,,,,,,,"0000-00-00",,,,,,,,,,,,,,,,
"2018-10-26","06:34:45","GMT","Andy Warhol","Recurring Payment","Reactivated","USD","0","0","0","Andy.Warhol@football.com","N/A","I-YXCEMV0DE9SAMPLE",,,"Daily News","TDN-DS",,,,,,,,,,,"0000-00-00",,,,,,,,,,,,,,,,
"2018-11-01","08:48:16","GMT","Simon Mathew","Recurring Payment Received","Completed","USD",3.99,-0.99,3,"Simon.Mathew@uefa.com","N/A","SAMPLE9GU729513H39958","Verified","Confirmed","Weekly Horoscope Reading","WHR-WS",,,,,,,,,,,"0000-00-00","I-PUYYCRX3BESAMPLE",,,,,,,2500.11,"200 E MAIN ST",,"PHOENIX","AZ",85123,"US","(471) 928-2580",
"2018-10-25","08:48:16","GMT","Simon Mathew","Recurring Payment Received","Completed","USD",3.99,-0.99,3,"Simon.Mathew@uefa.com","N/A","SAMPLE68S02462RN09132","Verified","Confirmed","Weekly Horoscope Reading","WHR-WS",,,,,,,,,,,"0000-00-00","I-PUYYCRX3BESAMPLE",,,,,,,2504.12,"200 E MAIN ST",,"PHOENIX","AZ",85124,"US","(471) 928-2579",
"2018-10-18","08:48:16","GMT","Simon Mathew","Recurring Payment Received","Completed","USD",3.99,-0.99,3,"Simon.Mathew@uefa.com","N/A","SAMPLE5KS95492ND18724","Verified","Confirmed","Weekly Horoscope Reading","WHR-WS",,,,,,,,,,,"0000-00-00","I-PUYYCRX3BESAMPLE",,,,,,,2510.26,"200 E MAIN ST",,"PHOENIX","AZ",85125,"US","(471) 928-2578",
"2018-10-11","08:48:16","GMT","Simon Mathew","Recurring Payment Received","Completed","USD",3.99,-0.99,3,"Simon.Mathew@uefa.com","N/A","SAMPLE37A72858XR50170","Verified","Confirmed","Weekly Horoscope Reading","WHR-WS",,,,,,,,,,,"0000-00-00","I-PUYYCRX3BESAMPLE",,,,,,,2250.75,"200 E MAIN ST",,"PHOENIX","AZ",85126,"US","(471) 928-2577",
"2018-10-11","08:48:00","GMT","Simon Mathew","Recurring Payment","Created","USD",0,0,0,"Simon.Mathew@uefa.com","N/A","I-PUYYCRX3BESAMPLE",,,"Weekly Horoscope Reading","WHR-WS",,,,,,,,,,,"0000-00-00",,,,,,,,,,,,,,,,
"2018-11-01","20:08:10","GMT","Philip Lahm","Recurring Payment Received","Completed","USD",7.49,-1.49,6,"Philip.Lahm@epl.com","N/A","SAMPLE82W20576V729834","Verified","Confirmed","Putler Antivirus Renewal","PAR-PMS",,,,,,,,,,,"0000-00-00","I-AHU4SBYJUBSAMPLE",,,,,,,12756.45,"107 North liberty Street",,"Queen Anne's"," MD",72881,"US","(471) 928-2578",
"2018-10-01","20:08:10","GMT","Philip Lahm","Recurring Payment Received","Completed","USD",7.49,-1.49,6,"Philip.Lahm@epl.com","N/A","SAMPLE38M548900A78256","Verified","Confirmed","Putler Antivirus Renewal","PAR-PMS",,,,,,,,,,,"0000-00-00","I-AHU4SBYJUBSAMPLE",,,,,,,12800.35,"107 North liberty Street",,"Queen Anne's"," MD",72881,"US","(471) 928-2578",
"2018-09-01","20:08:10","GMT","Philip Lahm","Recurring Payment Received","Completed","USD",7.49,-1.49,6,"Philip.Lahm@epl.com","N/A","SAMPLE2DL304263365381","Verified","Confirmed","Putler Antivirus Renewal","PAR-PMS",,,,,,,,,,,"0000-00-00","I-AHU4SBYJUBSAMPLE",,,,,,,13004.76,"107 North liberty Street",,"Queen Anne's"," MD",72881,"US","(471) 928-2578",
"2018-09-01","20:08:00","GMT","Philip Lahm","Recurring Payment","Created","USD",0,0,0,"Philip.Lahm@epl.com","N/A","I-AHU4SBYJUBSAMPLE",,,"Putler Antivirus Renewal","PAR-PMS",,,,,,,,,,,"0000-00-00",,,,,,,,,,,,,,,,
"2018-11-01","23:08:10","GMT","Philip Lahm","Recurring Payment","Canceled","USD",0,0,0,"Philip.Lahm@epl.com","N/A","I-AHU4SBYJUBSAMPLE",,,"Putler Antivirus Renewal","PAR-PMS",,,,,,,,,,,"0000-00-00",,,,,,,,,,,,,,,,
"2018-11-02","20:08:10","GMT","David Beckham","Recurring Payment Sent","Completed","USD",-5.99,0,-5.99,"N/A","C.Ronaldo@euro.com","SAMPLE76V729834ABC123","Verified","Confirmed","The Times ","TTI-MS",,,,,,,,,,,"0000-00-00","I-WFGT12YJUBSAMPLE",,,,,,,12756.45,"12 rue du Général de Gaulle ",,"Paris"," ",75001,"FR","(519) 698-1237",
"2018-11-01","20:08:10","GMT","David Beckham","Recurring Payment Sent","Completed","USD",-5.99,0,-5.99,"N/A","C.Ronaldo@euro.com","SAMPLE38M548900XYZ789","Verified","Confirmed","The Times","TTI-MS",,,,,,,,,,,"0000-00-00","I-WFGT12YJUBSAMPLE",,,,,,,12800.35,"12 rue du Général de Gaulle ",,"Paris"," ",75001,"FR","(519) 698-1237",
"2018-11-01","20:08:02","GMT","David Beckham","Recurring Payment","Created","USD",0,0,0,"N/A","C.Ronaldo@euro.com","I-WFGT12YJUBSAMPLE",,,"The Times","TTI-MS",,,,,,,,,,,"0000-00-00",,,,,,,,,,,,,,,,
"2018-10-29","14:56:59","GMT","Kevin Crawford","Recurring Payment Received","Completed","USD","1.49","-0.57","0.92","Kevin.Crawford@mailinator.com","N/A","SAMPLE8GP37118K849031","Verified","Confirmed","Ezone Membership","EZONE-123",,,,,,,,,,,"0000-00-00","I-CNET67LSTPSAMPLE",,,,,,,"33.31","3035 E Patrick Lane 9",,"Las Vegas","Nevada","89120","US","702-938-9300",
"2018-10-28","14:56:59","GMT","Kevin Crawford","Recurring Payment Received","Completed","USD","1.49","-0.57","0.92","Kevin.Crawford@mailinator.com","N/A","SAMPLE4GA11800LJ92625","Verified","Confirmed","Ezone Membership","EZONE-123",,,,,,,,,,,"0000-00-00","I-CNET67LSTPSAMPLE",,,,,,,"33.13","3035 E Patrick Lane 9",,"Las Vegas","Nevada","89120","US","702-938-9300",
"2018-10-27","14:56:59","GMT","Kevin Crawford","Recurring Payment Received","Completed","USD","1.49","-0.57","0.92","Kevin.Crawford@mailinator.com","N/A","SAMPLE6P8322669N79388","Verified","Confirmed","Ezone Membership","EZONE-123",,,,,,,,,,,"0000-00-00","I-CNET67LSTPSAMPLE",,,,,,,"32.95","3035 E Patrick Lane 9",,"Las Vegas","Nevada","89120","US","702-938-9300",
"2018-10-26","14:56:59","GMT","Kevin Crawford","Recurring Payment Received","Completed","USD","1.49","-0.57","0.92","Kevin.Crawford@mailinator.com","N/A","SAMPLE95149537RB80542","Verified","Confirmed","Ezone Membership","EZONE-123",,,,,,,,,,,"0000-00-00","I-CNET67LSTPSAMPLE",,,,,,,"32.77","3035 E Patrick Lane 9",,"Las Vegas","Nevada","89120","US","702-938-9300",
"2018-10-25","14:56:59","GMT","Kevin Crawford","Recurring Payment Received","Completed","USD","1.49","-0.57","0.92","Kevin.Crawford@mailinator.com","N/A","SAMPLE8HH05484TY84831","Verified","Confirmed","Ezone Membership","EZONE-123",,,,,,,,,,,"0000-00-00","I-CNET67LSTPSAMPLE",,,,,,,"32.59","3035 E Patrick Lane 9",,"Las Vegas","Nevada","89120","US","702-938-9300",
"2018-10-24","14:56:59","GMT","Kevin Crawford","Recurring Payment Received","Completed","USD","1.49","-0.57","0.92","Kevin.Crawford@mailinator.com","N/A","SAMPLE41029176WP32462","Verified","Confirmed","Ezone Membership","EZONE-123",,,,,,,,,,,"0000-00-00","I-CNET67LSTPSAMPLE",,,,,,,"32.41","3035 E Patrick Lane 9",,"Las Vegas","Nevada","89120","US","702-938-9300",
"2018-10-23","14:56:59","GMT","Kevin Crawford","Recurring Payment Received","Completed","USD","1.49","-0.57","0.92","Kevin.Crawford@mailinator.com","N/A","SAMPLE0DK153989B14342","Verified","Confirmed","Ezone Membership","EZONE-123",,,,,,,,,,,"0000-00-00","I-CNET67LSTPSAMPLE",,,,,,,"32.23","3035 E Patrick Lane 9",,"Las Vegas","Nevada","89120","US","702-938-9300",
